anime_id,name,genre,type,episodes,rating,members
23135,pripara,"Music, School, Shoujo, Slice of Life",TV,Unknown,7.17,7680
28617,punch line,"Comedy, Ecchi, Sci-Fi, Super Power, Supernatural",TV,12,7.16,93000
758,rahxephon pluralitas concentio,"Action, Drama, Mecha, Psychological, Romance, Sci-Fi",Movie,1,7.16,10524
151,re cutie honey,"Action, Comedy, Ecchi, Sci-Fi, Shoujo Ai",OVA,3,7.16,10378
917,riding bean,"Action, Cars, Police, Seinen",OVA,1,7.16,6547
22663,seiken tsukai no world break,"Action, Fantasy, Harem, Romance, School, Supernatural",TV,12,7.16,97401
6974,seikimatsu occult gakuin,"Comedy, Mystery, School, Sci-Fi, Supernatural",TV,13,7.16,65021
4021,seiyou kottou yougashiten antique,"Comedy, Shoujo, Shounen Ai",TV,12,7.16,21937
5220,shangrila,"Action, Drama, Sci-Fi",TV,24,7.16,38495
29027,shinmai maou no testament ova,"Action, Demons, Ecchi, Fantasy, Harem, Romance",OVA,1,7.16,33466
10775,sket dance demystifying special,"School, Shounen",Special,1,7.16,3276
2170,sousei no aquarion ova,"Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural",OVA,2,7.16,7691
876,street fighter ii v,"Adventure, Drama, Mystery, Shounen",TV,29,7.16,14002
760,tenjou tenge the past chapter,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",Movie,1,7.16,15718
31370,tonkatsu dj agetarou,"Comedy, Music, Shounen",TV,12,7.16,6342
343,tsukuyomi moon phase,"Comedy, Fantasy, Romance, Seinen, Vampire",TV,25,7.16,44874
2300,uchuu no kishi tekkaman blade ova twin blood,"Action, Mecha, Sci-Fi, Shounen",OVA,1,7.16,2432
20449,watashi ga motenai no wa dou kangaetemo omaera ga warui motenaishi nazomeite miru,"Comedy, School, Slice of Life",OVA,1,7.16,39779
27655,aldnoahzero 2nd season,"Action, Mecha, Sci-Fi, Space",TV,12,7.15,149364
9346,battle spirits brave,"Action, Shounen",TV,50,7.15,1337
17677,buki yo saraba,"Action, Drama, Sci-Fi",Movie,1,7.15,5078
16157,choujigen game neptune the animation,"Action, Comedy, Fantasy, Parody, Sci-Fi, Supernatural",TV,12,7.15,71901
3745,crayon shinchan movie 2 buriburi oukoku no hihou,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.15,2073
291,dcss da capo second season,"Comedy, Drama, Harem, Romance, Supernatural",TV,26,7.15,23364
29437,detective conan happy new year special,"Action, Comedy, Mystery, Police, Shounen",Special,1,7.15,1202
1726,devil may cry,"Action, Demons, Fantasy",TV,12,7.15,166398
2652,doraemon the day when i was born,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.15,645
2950,doubutsu no mori,"Kids, Slice of Life",Movie,1,7.15,12051
2819,dragon quest abel yuusha densetsu,"Action, Adventure, Fantasy, Shounen",TV,43,7.15,2104
1046,elf wo karu monotachi ii,"Adventure, Comedy, Fantasy",TV,12,7.15,8004
16982,hayate no gotoku cuties,"Comedy, Harem, Parody, Romance, Shounen",TV,12,7.15,24044
2799,hello sandybell,"Adventure, Romance, Shoujo",TV,47,7.15,2587
1020,honoo no mirage minagiwa no hangyakusha,"Action, Drama, Historical, Romance, Shoujo, Shounen Ai, Supernatural",OVA,3,7.15,6006
2891,iblard jikan,Fantasy,OVA,1,7.15,11116
29785,jitsu wa watashi wa,"Comedy, Fantasy, Romance, School, Shounen, Supernatural",TV,13,7.15,88500
11299,keroro gunsou kerozero shupattsudayo zeninshuugou,"Action, Adventure, Comedy, Mecha, Shounen, Space",Special,1,7.15,683
3483,maison ikkoku utsuriyuku kisetsu no naka de,"Comedy, Drama, Romance",OVA,1,7.15,1458
912,ninku,"Adventure, Shounen",TV,55,7.15,2424
32013,oshiete galkochan,"Comedy, School, Slice of Life",TV,12,7.15,45778
31378,owari no seraph kyuuketsuki shahar,"Action, Drama, Shounen, Supernatural, Vampire",OVA,1,7.15,17815
1492,project arms,"Action, Martial Arts, Super Power",TV,26,7.15,6903
2000,roujin z,"Comedy, Drama, Mecha, Sci-Fi",OVA,1,7.15,9358
11441,rurouni kenshin meiji kenkaku romantan  shin kyotohen,"Action, Drama, Historical, Samurai, Shounen",OVA,2,7.15,13795
22877,seirei tsukai no blade dance,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Supernatural",TV,12,7.15,124448
8057,shin koihime†musou otome tairan,"Adventure, Comedy, Ecchi, Fantasy, Historical",TV,12,7.15,13089
2758,shippuu iron leaguer,"Sci-Fi, Shounen, Sports",TV,52,7.15,432
29163,sore ga seiyuu,"Comedy, Slice of Life",TV,13,7.15,25707
8250,soukou kihei votoms koei futatabi,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,7.15,1590
3667,strike witches,"Action, Ecchi, Magic, Military, Sci-Fi",TV,12,7.15,96159
2577,tom sawyer no bouken,"Adventure, Drama, Historical, Slice of Life",TV,49,7.15,2322
3737,usavich,"Adventure, Comedy",TV,13,7.15,4675
28841,wake up girls seishun no kage,"Drama, Music",Movie,1,7.15,3560
1207,wata no kuni hoshi,"Drama, Fantasy, Psychological, Romance, Shoujo",Movie,1,7.15,1835
48,hacksign,"Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",TV,26,7.14,110304
7113,th gundam perfect mission,"Mecha, Sci-Fi",OVA,1,7.14,3963
230,air master,"Action, Comedy, Martial Arts, Seinen",TV,27,7.14,22433
929,aura battler dunbine,"Adventure, Mecha, Sci-Fi",TV,49,7.14,3694
32802,cardfight vanguard g stride gatehen,"Action, Game, Shounen",TV,24,7.14,2121
23991,cardfight vanguard movie neon messiah,"Action, Adventure, Demons, Game, Shounen",Movie,1,7.14,2336
8394,cyborg  tv,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,26,7.14,3496
13839,detective conan ova 12 the miracle of excalibur,"Comedy, Mystery, Police, Shounen, Sports",OVA,1,7.14,4947
2355,devilman yochou sirenehen,"Demons, Horror, Sci-Fi, Supernatural",OVA,1,7.14,5858
900,dragon ball z movie 7 kyokugen battle sandai super saiyajin,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.14,52690
5152,dragon ball ossu kaettekita son gokuu to nakamatachi,"Action, Adventure, Comedy, Fantasy",Special,1,7.14,25251
30544,gakusen toshi asterisk,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",TV,12,7.14,168657
383,galaxy angel,"Comedy, Sci-Fi",TV,24,7.14,17601
4983,hells,"Adventure, Comedy, Horror",Movie,1,7.14,9255
475,hotori tada saiwai wo koinegau,"Drama, Sci-Fi",Movie,1,7.14,3701
21653,is infinite stratos 2  world purgehen,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,1,7.14,28626
3638,kaiketsu zorori,"Adventure, Comedy",TV,52,7.14,1034
3616,kamen no maid guy,"Action, Comedy, Ecchi, Super Power",TV,12,7.14,27761
10372,kamisama dolls,"Action, Seinen, Supernatural",TV,13,7.14,47665
7904,kemono no souja erin soushuuhen,"Adventure, Drama, Fantasy, Historical, Slice of Life",TV,10,7.14,1386
10336,last exile ginyoku no fam,"Action, Adventure, Sci-Fi",TV,21,7.14,28616
1659,maiotome specials,"Comedy, Drama, Fantasy, Magic",Special,9,7.14,4609
1696,murder princess,"Action, Adventure, Fantasy",OVA,6,7.14,39377
2151,nils no fushigi na tabi,"Adventure, Fantasy, Kids",TV,52,7.14,2702
5520,onegai my melody sukkiri♪,"Comedy, Fantasy, Magic",TV,52,7.14,966
2805,onegai samia don,"Comedy, Fantasy, Kids, Magic, Slice of Life",TV,78,7.14,472
524,onegai☆twins natsu wa owaranai,"Comedy, Drama, Romance",OVA,1,7.14,22614
4742,papa to odorou,Comedy,TV,16,7.14,567
6178,pokemon diamond amp pearl arceus choukoku no jikuu e,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.14,29668
1709,pokemon mewtwo ware wa koko ni ari,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Special,1,7.14,38638
2993,rosario to vampire,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Shounen, Vampire",TV,13,7.14,299278
3493,ryuusei no rockman tribe,Adventure,TV,21,7.14,3510
4650,seihou bukyou outlaw star pilot,"Action, Sci-Fi, Space",Special,1,7.14,4046
22687,terra formars,"Action, Drama, Horror, Sci-Fi, Seinen, Space",TV,13,7.14,95964
19697,toaru kagaku no railgun s motto marutto railgun,Comedy,Special,2,7.14,14807
10249,toaru majutsu no indextan ii,"Comedy, Parody",Special,2,7.14,20942
1225,x eyes seima densetsu,"Action, Adventure, Demons, Fantasy, Horror, Romance",OVA,3,7.13,8892
58,blue gender,"Adventure, Drama, Horror, Mecha, Military, Romance, Sci-Fi, Space",TV,26,7.13,40581
998,blue seed,"Action, Adventure, Comedy, Demons, Drama, Ecchi, Horror, Mystery, Romance, Sci-Fi",TV,26,7.13,15194
2561,captain future,"Action, Adventure, Sci-Fi, Shounen",TV,52,7.13,1837
6202,daisetsusan no yuusha kibaou,"Adventure, Drama",Special,1,7.13,322
2206,galaxy angel z special,"Comedy, Sci-Fi",Special,1,7.13,2208
16726,gdgd fairies 2,"Comedy, Fantasy",TV,12,7.13,1248
1022,generator gawl,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",TV,12,7.13,5457
4765,gunslinger girl il teatrino ova,"Action, Drama, Military, Sci-Fi",OVA,2,7.13,15785
2997,hi no tori hououhen,"Drama, Fantasy, Historical",Movie,1,7.13,1323
8630,hidan no aria,"Action, Comedy, Romance, School",TV,12,7.13,171888
23425,karneval specials,Comedy,Special,11,7.13,4415
2335,kenyuu densetsu yaiba,"Action, Comedy, Fantasy, Martial Arts, Shounen",TV,52,7.13,5158
2403,kodomo no jikan tv,"Comedy, Ecchi, School",TV,12,7.13,63348
8876,koe de oshigoto the animation,"Comedy, Ecchi, Seinen",OVA,2,7.13,57466
31815,kono danshi mahou ga oshigoto desu,"Fantasy, Magic, Shounen Ai",TV,4,7.13,9961
1384,kyuuketsuhime miyu,"Action, Demons, Drama, Horror, Vampire",OVA,4,7.13,11019
1138,medarot,"Adventure, Comedy, Sci-Fi, Shounen",TV,52,7.13,30148
22071,mikakunin de shinkoukei mite are ga watashitachi no tomatteiru ryokan yo,"Comedy, Romance, Slice of Life",Special,1,7.13,19538
3656,monochrome factor,"Action, Shounen Ai, Supernatural",TV,24,7.13,36517
3136,ochamegami monogatari korokoro pollon,"Comedy, Magic, Parody",TV,46,7.13,1049
9798,pandane to tamagohime,"Adventure, Fantasy",Movie,1,7.13,1995
7695,pokemon diamond amp pearl genei no hasha zoroark,"Action, Adventure, Fantasy, Kids",Movie,1,7.13,24575
10276,prince of tennis mini theater,Comedy,Special,3,7.13,3010
10819,ranma ½ tendouke no oyobidenai yatsura,"Comedy, Martial Arts, Slice of Life",Special,1,7.13,2077
12137,roboticarobotics,"Psychological, Sci-Fi, Shounen Ai, Slice of Life",OVA,1,7.12,5769
1258,saint seiya kamigami no atsuki tatakai,"Adventure, Sci-Fi, Shounen",Movie,1,7.13,8894
30649,shin atashinchi,"Comedy, Slice of Life",TV,26,7.14,1202
30363,shinmai maou no testament burst,"Action, Demons, Ecchi, Fantasy, Harem, Romance",TV,10,7.13,93293
33433,shuumatsu no izetta,"Action, Historical, Military",TV,12,7.12,74026
2604,sky girls,"Mecha, Military, Sci-Fi",TV,26,7.13,17115
12321,thermae romae,"Comedy, Historical, Seinen",TV,3,7.13,13444
6941,toriko jump super anime tour 2 special,"Action, Adventure, Comedy, Shounen, Super Power",Special,1,7.13,4650
961,virtua fighter,"Action, Adventure, Comedy, Martial Arts, Shounen",TV,35,7.13,3875
4773,yamato takeru,"Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi, Shounen, Space",TV,37,7.13,883
4094,batman gotham knight,"Action, Adventure, Martial Arts",OVA,6,7.12,15958
7366,boku no chikyuu wo mamotte alice kara rinkun e,"Drama, Romance, Sci-Fi, Shoujo",Movie,1,7.12,880
2124,code geass hangyaku no lelouch recaps,"Action, Mecha, Military, School, Super Power",Special,2,7.12,23194
15037,corpse party tortured souls  bougyakusareta tamashii no jukyou,"Horror, Mystery",OVA,4,7.12,126699
5071,croket,"Action, Adventure, Comedy, Fantasy",TV,52,7.12,310
10418,deadman wonderland ova,"Action, Horror, Sci-Fi",OVA,1,7.12,78878
3561,dennou boukenki webdiver,"Adventure, Mecha, Sci-Fi, Shounen",TV,52,7.12,876
30988,futsuu no joshikousei ga locodol yattemita ova,"Comedy, Seinen",OVA,2,7.12,4122
507,gravitation lyrics of love,"Comedy, Romance, Shoujo, Shounen Ai",OVA,2,7.12,22015
24457,houkago no oujisama,"Comedy, School, Shounen, Sports",Special,5,7.13,1199
18097,inazuma eleven go galaxy,"Shounen, Sports, Super Power",TV,43,7.11,9258
358,iriya no sora ufo no natsu,"Drama, Romance, Sci-Fi",OVA,6,7.12,18254
9041,is infinite stratos,"Action, Comedy, Harem, Mecha, Sci-Fi",TV,12,7.12,254543
10794,is infinite stratos encore  koi ni kogareru rokujuusou,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,1,7.12,56577
4082,kaibutsu oujo konsui oujo,"Comedy, Horror, Supernatural",Special,1,7.12,7362
33490,kaitou joker 4th season,"Adventure, Comedy, Mystery, Shounen",TV,Unknown,7.12,1178
968,kakutou bijin wulong rebirth,"Action, Comedy, Martial Arts, School, Shounen",TV,25,7.12,1895
20039,kill me baby butsuzou kegatte nise halloween,"Comedy, School",OVA,1,7.12,7171
5834,kyojin no hoshi,"Drama, Sports",TV,182,7.12,729
30896,love live school idol project μs →next lovelive 214  endless parade encore animation,Comedy,Special,1,7.13,1733
6182,maihime,"Drama, Historical, Romance",OVA,1,7.12,1120
1916,mobile suit gundam ms igloo apocalypse 7,"Mecha, Military, Sci-Fi, Space",OVA,3,7.12,7862
1137,mushrambo,"Adventure, Drama, Fantasy, Sci-Fi, Shounen",TV,32,7.12,8722
2084,ng knight ramune amp 4,"Adventure, Comedy, Fantasy, Mecha, Shounen",TV,38,7.12,1056
6219,nijiiro hotaru eien no natsuyasumi,"Fantasy, Romance, Slice of Life",Movie,1,7.12,3523
32553,nisekoi ova,"Comedy, Harem, Romance, School, Shounen",OVA,2,7.12,17022
2570,ochame na futago claire gakuin monogatari,"Comedy, Historical, Kids, School, Shoujo, Slice of Life",TV,26,7.12,1228
15807,rokyubu tomoka no ichigo sundae,"Comedy, Ecchi, School, Sports",OVA,1,7.12,10122
9716,rurouni kenshin review special,"Action, Comedy, Samurai, Shounen",Special,1,7.12,3323
10592,scryed alteration i tao,"Action, Adventure, Sci-Fi, Shounen, Super Power",Movie,1,7.13,3108
31229,servamp,"Action, Comedy, Drama, Josei, Supernatural, Vampire",TV,12,7.12,73126
6344,shikabane hime kuro special,"Action, Adventure, Drama, Horror, Supernatural",Special,1,7.12,9558
3332,stop hibarikun,Comedy,TV,35,7.12,1355
3574,switch,"Action, Mystery, Police",OVA,2,7.12,17871
9673,ura tegamibachi,Comedy,Special,25,7.12,3326
5298,yu☆gi☆oh 5ds shinkasuru kettou stardust vs red demons,"Fantasy, Game, Sci-Fi",Special,1,7.12,5176
4651,yume no crayon oukoku,"Adventure, Comedy, Fantasy, Shoujo",TV,70,7.12,686
2810,anime himitsu no hanazono,"Drama, Historical, Kids, Shoujo",TV,39,7.11,2188
659,azumanga daioh gekijou tanpen,"Comedy, School, Slice of Life",Special,1,7.11,28941
27727,binan koukou chikyuu boueibu love,"Comedy, Magic, School, Slice of Life",TV,12,7.11,45873
9348,chibi marukochan watashi no suki na uta,"Comedy, Slice of Life",Movie,1,7.11,401
18745,chihayafuru 2 waga mi yo ni furu nagame seshi ma ni,"Comedy, Josei, Slice of Life",OVA,1,7.11,18659
9200,dae jang geum jang geums dream 2,"Adventure, Comedy, Historical",TV,26,7.11,452
1826,deltora quest,"Adventure, Fantasy, Kids",TV,65,7.11,10591
3312,dr slump,"Comedy, Sci-Fi, Shounen, Slice of Life",TV,74,7.11,8735
903,dragon ball z movie 1 kiken na futari super senshi wa nemurenai,"Action, Adventure, Comedy, Demons, Fantasy, Martial Arts, Shounen, Super Power",Movie,1,7.11,54947
10947,ghost in the shell stand alone complex  the laughing man  tachikoma no hibi,"Comedy, Mecha, Sci-Fi",Special,1,7.11,3444
32607,giarlish number,Slice of Life,TV,12,7.11,35072
10504,gosick recap,"Historical, Mystery, Shounen",Special,1,7.11,8792
14653,hayate no gotoku cant take my eyes off you,"Comedy, Harem, Parody, Shounen",TV,12,7.11,31435
6554,kawa no hikari,"Adventure, Kids",Special,1,7.11,806
2157,koutetsushin jeeg,"Mecha, Sci-Fi",TV,13,7.11,3627
1421,lupin iii hemingway paper no nazo,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.11,2819
20141,lupin iii princess of the breeze  kakusareta kuuchuu toshi,"Action, Adventure, Comedy, Shounen",Special,1,7.11,2083
157,mahou sensei negima,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",TV,26,7.11,76253
796,mahoujin guru guru movie,"Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.11,826
3837,mashin eiyuuden wataru,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,45,7.11,956
521,mermaid melody pichi pichi pitch,"Adventure, Comedy, Magic, Romance, Shoujo",TV,52,7.11,32296
6946,mudazumo naki kaikaku the legend of koizumi,"Comedy, Game, Parody, Seinen",OVA,3,7.11,8682
10659,naruto soyokazeden movie naruto to mashin to mitsu no onegai dattebayo,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,7.11,25174
3424,porphy no nagai tabi,"Drama, Historical, Kids, Slice of Life",TV,52,7.11,1335
941,renkin sankyuu magical pokaan,"Comedy, Ecchi, Magic, Parody, Vampire",TV,12,7.11,17273
2713,rockmanexe beast,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",TV,26,7.11,3224
23233,shinmai maou no testament,"Action, Demons, Ecchi, Fantasy, Harem, Romance",TV,12,7.11,172321
32105,sousei no onmyouji,"Action, Fantasy, Shounen, Supernatural",TV,50,7.11,128869
1857,taiyou no mokushiroku a spirit of the sun,"Drama, Sci-Fi",Special,2,7.11,1433
7014,tezuka osamu no buddha akai sabaku yo utsukushiku,"Drama, Historical, Military, Supernatural",Movie,1,7.11,4812
20969,tezuka osamu no buddha owarinaki tabi,"Drama, Historical, Supernatural",Movie,1,7.11,1468
27509,toaru majutsu no index 1th anniversary pv,"Action, Comedy, Magic, Sci-Fi, Super Power",Special,1,7.11,5052
5955,toaru majutsu no indextan,"Comedy, Parody",Special,2,7.11,32949
3754,tongari boushi no memole,"Fantasy, Magic, Shoujo",TV,50,7.11,1009
3072,uchuu senkan yamato kanketsuhen,"Action, Adventure, Drama, Military, Sci-Fi, Space",Movie,1,7.11,1609
1514,ufo princess valkyrie  seiresetsu no hanayome,"Comedy, Magic, Romance, Sci-Fi",OVA,6,7.11,4764
15933,vassalord,"Action, Comedy, Fantasy, Mystery, Shounen Ai, Supernatural, Vampire",OVA,1,7.11,15114
5342,asura cryin,"Action, Mecha, Supernatural",TV,13,7.1,68608
596,chobits chibits,"Comedy, Romance",Special,1,7.1,35513
1953,code geass hangyaku no lelouch picture drama,"Comedy, School, Slice of Life",Special,9,7.1,33004
930,densetsu kyojin ideon,"Drama, Mecha, Sci-Fi, Space",TV,39,7.1,5517
859,digimon savers,"Adventure, Comedy, Drama, Fantasy, Shounen",TV,48,7.1,41021
3032,digimon tamers boukenshatachi no tatakai,"Adventure, Drama, Sci-Fi, Shounen",Movie,1,7.1,12676
2630,doraemon meets hattori the ninja,"Comedy, Kids, Sci-Fi, Shounen",Special,1,7.1,729
116,el hazard the wanderers,"Adventure, Comedy, Fantasy, Romance",TV,26,7.1,9289
18001,freezing vibration,"Action, Drama, Ecchi, Harem, Martial Arts, Military, Romance, Sci-Fi, Seinen",TV,12,7.1,79298
13411,guilty crown lost christmas,"Action, Drama, Sci-Fi, Super Power",OVA,1,7.1,51604
2389,kagaku ninjatai gatchaman,"Action, Adventure, Sci-Fi, Shounen",TV,105,7.1,4802
33740,katekyo hitman reborn x ēldlive special,"Shounen, Super Power",Special,1,7.1,4371
11355,kono danshi uchuujin to tatakaemasu,"Action, Fantasy, Shounen Ai, Super Power, Supernatural",OVA,1,7.1,12732
1184,lost universe,"Adventure, Comedy, Drama, Sci-Fi, Shounen, Space",TV,26,7.1,9293
3484,maison ikkoku prelude  meguru haru no sakura no you ni,"Comedy, Drama, Romance",Special,1,7.1,1672
3313,montana jones,"Adventure, Comedy",TV,52,7.1,784
8234,muumin,"Adventure, Comedy, Fantasy, Slice of Life",TV,65,7.1,2090
1869,nana recaps,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",Special,3,7.1,11447
525,otogizoushi,"Adventure, Drama, Fantasy, Historical",TV,26,7.1,10591
1122,pokemon advanced generation rekkuu no houmonsha deoxys,"Action, Adventure, Comedy, Fantasy, Kids, Sci-Fi",Movie,1,7.1,45203
4026,pokemon diamond amp pearl giratina to sora no hanataba sheimi,"Action, Adventure, Fantasy, Kids",Movie,1,7.1,32654
10824,ranma ½ doco music video,"Comedy, Martial Arts, Music, Slice of Life",OVA,1,7.1,1775
169,shingetsutan tsukihime,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",TV,12,7.1,90713
342,starship operators,"Drama, Military, Sci-Fi, Space",TV,13,7.1,9704
174,tenjou tenge,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,24,7.1,103449
5895,tistou midori no oyayubi,"Historical, Magic",Movie,1,7.1,332
1128,ufo princess valkyrie 2 juunigatsu no yasoukyoku,"Comedy, Romance, Sci-Fi",TV,12,7.1,6249
4415,world destruction sekai bokumetsu no rokunin,"Adventure, Fantasy",TV,13,7.1,34732
1028,arete hime,"Fantasy, Magic",Movie,1,7.09,6042
33254,arslan senki tv ova,"Adventure, Fantasy, Historical, Shounen",OVA,2,7.08,9823
3620,blue seed omake,"Comedy, Parody",Special,14,7.09,1952
1014,chicchana yukitsukai sugar specials,"Comedy, Magic, Shoujo, Slice of Life",Special,2,7.09,3902
1311,chobits recap,"Comedy, Drama, Ecchi, Romance, Sci-Fi",Special,1,7.09,29986
4646,cobra the animation the psychogun,"Action, Adventure, Mecha, Sci-Fi, Space",OVA,4,7.09,2843
5031,cobra the animation time drive,"Action, Adventure, Sci-Fi, Space",OVA,2,7.09,2155
933,dai mahou touge,"Comedy, Magic, Supernatural",OVA,4,7.09,19555
32494,days tv,"School, Shounen, Sports",TV,24,7.09,49219
7643,domokun,"Comedy, Kids, Slice of Life",TV,Unknown,7.09,1167
892,dragon ball movie  makafushigi daibouken,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1,7.09,25740
899,dragon ball z movie 6 gekitotsu 1oku power no senshitachi,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.09,55789
5072,dragonaut the resonance special,"Action, Mecha, Romance, Sci-Fi, Space",Special,1,7.09,6311
13163,furusato saisei nihon no mukashibanashi,"Historical, Kids, Supernatural",TV,Unknown,7.09,6820
12225,galaxy angel s,"Comedy, Sci-Fi",Special,1,7.09,1205
2717,ginga tetsudou monogatari eien e no bunkiten,"Action, Adventure, Drama, Sci-Fi, Space",TV,24,7.09,2072
21431,gokukoku no brynhildr,"Drama, Mystery, Sci-Fi, Seinen",TV,13,7.09,159899
31368,grisaia no rakuen specials,Ecchi,Special,5,7.09,15055
24261,hitsugi no chaika ova,"Action, Adventure, Comedy, Fantasy, Shounen",OVA,1,7.09,20605
3807,honoo no alpenrose judy amp randy,"Drama, Historical, Romance, Shoujo",TV,20,7.09,979
3811,hoshi no oujisama petit prince,Adventure,TV,39,7.09,736
10934,itsuka tenma no kuro usagi ova,"Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire",OVA,1,7.09,13397
598,jinzou ningen kikaider the animation,"Action, Drama, Mecha, Sci-Fi, Shounen",TV,13,7.09,5881
31670,kaitou joker rd season,"Adventure, Comedy, Mystery, Shounen",TV,13,7.09,1880
1457,key the metal idol,"Action, Drama, Mecha, Music, Sci-Fi",OVA,15,7.09,7949
1573,kishin douji zenki,"Action, Comedy, Drama, Ecchi, Fantasy, Horror, Magic, Shounen",TV,51,7.09,5936
7593,kiss x sis tv,"Comedy, Ecchi, Harem, Romance, School, Seinen",TV,12,7.09,215361
4786,kodomo no jikan recap,"Comedy, Ecchi, School",OVA,1,7.09,8228
17635,koitabi true tours nanto,Romance,Special,6,7.09,7452
3653,kurogane no linebarrels,"Action, Mecha, Sci-Fi",TV,24,7.09,30225
1435,lupin iii lupin vs fukuseiningen,"Action, Adventure, Comedy, Mystery, Shounen",Movie,1,7.09,4969
3654,macademi wasshoi,"Comedy, Ecchi, Fantasy, Romance, School, Supernatural",TV,12,7.09,29401
4202,mokke specials,"Mystery, Slice of Life, Supernatural",Special,2,7.09,1331
4051,net ghost pipopa,"Action, Adventure, Comedy, Kids, Sci-Fi, Shounen",TV,51,7.09,913
621,night walker mayonaka no tantei,"Action, Comedy, Horror, Mystery, Vampire",TV,12,7.09,11143
6884,ookami to koushinryou ii specials,Fantasy,Special,2,7.09,34903
607,otogi juushi akazukin,"Adventure, Comedy, Fantasy",TV,39,7.09,3847
3847,sekai meisaku douwa hakuchou no ouji,Fantasy,Movie,1,7.09,809
1104,shinkon gattai godannar 2nd season,"Comedy, Ecchi, Mecha, Romance, Sci-Fi",TV,13,7.09,4865
5307,sora wo kakeru shoujo,"Adventure, Comedy, Sci-Fi, Space",TV,26,7.09,17574
10821,suite precure♪ movie torimodose kokoro ga tsunaku kiseki no melody♪,"Fantasy, Kids, Magic, Shoujo",Movie,1,7.09,2874
21781,tsubasa to hotaru,"Romance, School, Shoujo",Special,1,7.09,6651
689,uta kata special,"Drama, Magic",Special,1,7.09,4385
28257,youkai watch movie 2 enma daiou to itsutsu no monogatari da nyan,"Comedy, Kids, Supernatural",Movie,1,7.1,560
311,ace wo nerae,"Drama, Romance, School, Shoujo, Sports",TV,26,7.08,3945
3829,anne no nikki,"Drama, Historical",Movie,1,7.08,3159
14913,battle spirits sword eyes,"Action, Shounen",TV,29,7.09,987
21729,cardfight vanguard legion matehen,"Action, Adventure, Demons, Game, Shounen",TV,33,7.08,5900
1049,cello hiki no gauche 182,"Drama, Fantasy, Kids, Music",Movie,1,7.08,6524
32240,code geass boukoku no akito 4  nikushimi no kioku kara picture drama,"Comedy, Ecchi, Military",Special,1,7.08,2188
3116,dash yonkurou,"Action, Kids, Shounen, Sports",TV,25,7.08,895
984,dragon ball z saiyajin zetsumetsu keikaku,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",OVA,2,7.08,21043
1631,eureka seven navigation rayout,"Mecha, Sci-Fi",Special,1,7.08,8630
31056,fatekaleid liner prisma☆illya 2wei herz specials,"Comedy, Ecchi, Magic",Special,5,7.08,9949
30825,gakkou no kaidan kubinashi rider shi no noroi,"Horror, Mystery, Supernatural",Special,1,7.08,2601
5534,hai akko desu,"Romance, Slice of Life",TV,164,7.08,296
4876,hashire melos,"Action, Adventure, Historical",Movie,1,7.08,1932
20045,is infinite stratos 2  hitonatsu no omoide,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,1,7.08,27030
5039,kurozuka,"Action, Drama, Historical, Horror, Romance, Sci-Fi, Vampire",TV,12,7.08,52145
1438,lupin iii lupin ansatsu shirei,"Action, Adventure, Comedy, Shounen",Special,1,7.08,3006
2017,mermaids scar,"Drama, Fantasy, Horror, Mystery",OVA,1,7.08,3552
20871,nissan serena x one piece d mugiwara chase  sennyuu sauzando saniigou,"Comedy, Fantasy, Shounen",Special,1,7.08,5123
